,customer,state,customer lifetime value,education,gender,income,monthly premium auto,number of open complaints,policy type,total claim amount,vehicle class
3261,LP59331,Arizona,5282,College,M,38606,68,0,Personal Auto,413,Four-Door Car
3262,NJ46471,Oregon,8696,Bachelor,F,56550,73,3,Corporate Auto,162,Four-Door Car
3263,KX53892,Oregon,5259,College,F,61146,65,0,Personal Auto,273,Four-Door Car
3264,YP37291,Nevada,7854,High School or Below,M,36409,66,0,Personal Auto,316,Four-Door Car
3265,RX93631,Arizona,6438,Bachelor,F,90035,80,0,Personal Auto,141,Four-Door Car
3266,GS26763,California,11633,Bachelor,F,39669,98,0,Personal Auto,492,Two-Door Car
3267,SK74843,Arizona,2442,Master,F,57963,61,0,Personal Auto,42,Four-Door Car
3268,AG47947,Washington,14024,High School or Below,F,81872,115,0,Personal Auto,256,Four-Door Car
3269,LQ23049,California,2491,High School or Below,F,25965,65,0,Personal Auto,329,Four-Door Car
3270,VF10088,Arizona,3410,High School or Below,F,59662,85,0,Personal Auto,10,Four-Door Car
3271,OJ65428,Nevada,3842,College,M,27906,102,0,Personal Auto,489,Four-Door Car
3272,ZF48094,Oregon,3339,High School or Below,F,51032,83,0,Personal Auto,349,Four-Door Car
3273,TN56613,Arizona,5358,Bachelor,F,83771,133,0,Personal Auto,482,Sports Car
3274,IA33339,Oregon,9268,Bachelor,F,57052,115,1,Corporate Auto,483,SUV
3275,UB28078,California,4200,Master,M,51510,106,0,Personal Auto,688,Four-Door Car
3276,ZK60855,Oregon,4829,College,F,34819,61,0,Corporate Auto,185,Four-Door Car
3277,CM73149,California,14244,Bachelor,F,31189,122,0,Personal Auto,585,Sports Car
3278,SC81807,California,4095,College,F,32180,103,0,Special Auto,558,Sports Car
3279,DS57918,California,33718,Bachelor,M,27500,114,0,Corporate Auto,472,SUV
3280,TN29644,California,7540,College,F,67018,94,0,Personal Auto,104,Four-Door Car
3281,UL17918,Arizona,2821,Bachelor,M,0,77,0,Corporate Auto,436,Two-Door Car
3282,MJ25422,Oregon,36695,College,F,0,199,0,Personal Auto,1062,Luxury SUV
3283,FG21377,California,19731,Bachelor,F,33588,62,0,Corporate Auto,419,Four-Door Car
3284,BQ15946,Oregon,6685,Doctor,M,56270,83,0,Personal Auto,398,Four-Door Car
3285,CO53249,Arizona,8408,College,M,82800,70,0,Corporate Auto,442,Four-Door Car
3286,XS83731,Arizona,7371,College,F,0,68,0,Personal Auto,425,Four-Door Car
3287,VH41477,Oregon,4742,High School or Below,M,63891,119,0,Corporate Auto,7,Two-Door Car
3288,AT13963,Washington,15865,Master,F,43946,133,0,Corporate Auto,415,Sports Car
3289,XU49878,Washington,5396,Bachelor,M,62039,68,1,Personal Auto,265,Four-Door Car
3290,RY10920,Oregon,4330,College,M,60475,107,0,Personal Auto,513,Four-Door Car
3291,OC32181,Nevada,5708,High School or Below,F,70279,71,0,Special Auto,331,Four-Door Car
3292,OE19653,Oregon,3500,High School or Below,F,0,93,0,Personal Auto,446,Two-Door Car
3293,WG39961,Oregon,3919,High School or Below,F,66676,97,0,Personal Auto,558,Four-Door Car
3294,QY78671,Arizona,2910,High School or Below,M,12048,77,0,Corporate Auto,369,Four-Door Car
3295,SY48591,Arizona,4827,College,F,0,68,0,Personal Auto,326,Four-Door Car
3296,SM16060,Arizona,4811,College,F,0,68,0,Personal Auto,619,Two-Door Car
3297,FW53453,California,7834,Master,F,36094,99,1,Personal Auto,456,Two-Door Car
3298,KU42210,Arizona,14666,Bachelor,M,0,61,0,Corporate Auto,439,Four-Door Car
3299,XR74789,Washington,7199,College,F,63328,89,0,Personal Auto,427,Two-Door Car
3300,GB39602,Nevada,3914,High School or Below,M,0,112,0,Corporate Auto,587,Sports Car
3301,SK93727,Washington,9470,High School or Below,F,36121,118,0,Personal Auto,1107,Four-Door Car
3302,OM37845,California,5479,Master,M,56005,68,1,Personal Auto,326,Four-Door Car
3303,VR45143,Arizona,2488,High School or Below,F,48597,71,5,Corporate Auto,305,Four-Door Car
3304,GF35623,California,5886,High School or Below,F,0,81,0,Personal Auto,583,Four-Door Car
3305,AF47139,Oregon,8406,College,F,42540,70,0,Personal Auto,43,Four-Door Car
3306,IS48950,California,8685,College,M,87544,109,1,Corporate Auto,523,SUV
3307,NC98544,Nevada,25030,High School or Below,M,26292,80,2,Personal Auto,384,Two-Door Car
3308,AD12500,California,17822,High School or Below,F,42696,228,0,Personal Auto,1273,Luxury Car
3309,ZE59681,Nevada,2798,College,M,88009,71,0,Corporate Auto,266,Two-Door Car
3310,JQ91314,Washington,3288,College,M,0,97,0,Personal Auto,1026,Four-Door Car
3311,WX92260,Washington,2004,College,F,0,66,4,Corporate Auto,316,Four-Door Car
3312,MO21402,Oregon,13736,Master,F,16181,181,0,Personal Auto,1261,SUV
3313,QY41319,Oregon,4411,College,M,0,62,0,Personal Auto,446,Two-Door Car
3314,WE90911,Arizona,5392,Bachelor,F,75438,136,0,Personal Auto,438,SUV
3315,KB90888,Oregon,2561,High School or Below,F,0,73,0,Corporate Auto,842,Two-Door Car
3316,NN87570,Oregon,6057,Bachelor,M,27681,83,0,Corporate Auto,398,Two-Door Car
3317,PD94315,Arizona,22256,Bachelor,F,23444,196,0,Corporate Auto,940,SUV
3318,IN65727,Washington,2693,Master,F,63684,68,0,Personal Auto,343,Two-Door Car
3319,FB76635,Oregon,4296,College,F,61737,107,0,Personal Auto,495,Sports Car
3320,RF58958,California,11624,High School or Below,M,0,113,0,Personal Auto,813,Four-Door Car
3321,AZ15952,Oregon,8749,Bachelor,M,52373,111,0,Personal Auto,186,Four-Door Car
3322,KP22549,Oregon,3155,Bachelor,M,58213,79,0,Personal Auto,39,Four-Door Car
3323,QC34927,California,3317,High School or Below,M,74142,83,0,Personal Auto,398,Two-Door Car
3324,WD87578,Nevada,7821,High School or Below,F,0,109,0,Personal Auto,784,Four-Door Car
3325,ER51965,Washington,4240,College,M,49746,111,3,Corporate Auto,589,Four-Door Car
3326,LA53648,California,8992,High School or Below,F,0,129,0,Personal Auto,1059,SUV
3327,FX73249,Oregon,7304,Bachelor,M,0,104,0,Personal Auto,499,Four-Door Car
3328,WF53890,Arizona,5217,Bachelor,F,39854,66,0,Personal Auto,261,Two-Door Car
3329,QL35310,Nevada,2725,Master,F,36650,69,1,Corporate Auto,56,Four-Door Car
3330,FY30870,California,18569,High School or Below,F,32756,93,0,Personal Auto,381,Two-Door Car
3331,JF73533,Nevada,9985,College,M,36268,86,1,Personal Auto,531,Four-Door Car
3332,IW70308,Oregon,8257,Bachelor,F,23815,73,0,Personal Auto,424,Four-Door Car
3333,ZS50183,Arizona,8002,College,F,0,107,0,Corporate Auto,513,SUV
3334,EU38033,Nevada,5897,High School or Below,M,39188,74,0,Personal Auto,355,Four-Door Car
3335,ZJ86769,Nevada,4686,College,M,58089,118,0,Personal Auto,566,SUV
3336,JZ90556,Oregon,5943,High School or Below,F,62120,74,0,Corporate Auto,28,Four-Door Car
3337,OQ43721,Oregon,2648,High School or Below,F,26540,69,0,Personal Auto,378,Four-Door Car
3338,NI71089,California,4650,College,M,28215,65,0,Personal Auto,468,Two-Door Car
3339,ZF84966,Nevada,44856,Doctor,F,61675,123,0,Corporate Auto,482,SUV
3340,LN11802,California,26570,Master,M,0,100,0,Personal Auto,480,Sports Car
3341,CG92708,Nevada,2951,College,F,69600,74,0,Personal Auto,341,Four-Door Car
3342,TH59993,California,2464,College,F,40982,62,0,Corporate Auto,106,Four-Door Car
3343,WH76688,Oregon,5555,Bachelor,M,74015,72,0,Personal Auto,471,Four-Door Car
3344,NK82261,California,3199,High School or Below,M,0,94,0,Personal Auto,1121,Two-Door Car
3345,FI93397,Oregon,2776,Bachelor,F,0,79,0,Personal Auto,509,Four-Door Car
3346,FO33051,Arizona,16355,College,M,29439,146,0,Personal Auto,700,SUV
3347,ZE40223,Oregon,7329,College,M,0,108,0,Personal Auto,518,Sports Car
3348,II49996,Arizona,5555,Bachelor,M,74015,72,0,Personal Auto,471,Four-Door Car
3349,AX71707,Arizona,6383,College,F,67881,79,0,Personal Auto,391,Two-Door Car
3350,GF38306,Nevada,7758,High School or Below,F,96162,97,0,Corporate Auto,376,Four-Door Car
3351,TN54884,California,14932,College,F,39049,63,0,Personal Auto,294,Two-Door Car
3352,DD27635,Oregon,8047,Doctor,M,29808,105,1,Personal Auto,52,SUV
3353,NX84287,California,10861,Master,F,65727,134,0,Corporate Auto,363,SUV
3354,EO38569,Washington,2195,High School or Below,F,0,62,1,Personal Auto,446,Four-Door Car
3355,FF77476,California,2397,High School or Below,F,22283,65,0,Corporate Auto,572,Four-Door Car
3356,CW92156,Washington,4070,College,F,37435,105,0,Personal Auto,314,SUV
3357,XA53408,Oregon,5578,College,M,27756,71,0,Corporate Auto,735,Two-Door Car
3358,CV86445,Arizona,8139,High School or Below,M,86876,68,0,Personal Auto,118,Four-Door Car
3359,TK32843,California,7444,Bachelor,M,0,114,0,Personal Auto,863,Four-Door Car
3360,EV14053,California,7295,High School or Below,F,34062,91,0,Corporate Auto,603,Four-Door Car
3361,IY38767,Oregon,5325,High School or Below,M,0,73,0,Personal Auto,496,Two-Door Car
3362,VJ34494,Washington,2442,College,F,0,69,0,Corporate Auto,331,Four-Door Car
3363,SN36487,Arizona,10307,College,F,78358,128,0,Corporate Auto,614,SUV
3364,SW88021,California,2461,Bachelor,F,12222,67,1,Corporate Auto,321,Two-Door Car
3365,US43945,California,2521,Bachelor,F,41247,64,0,Personal Auto,307,Two-Door Car
3366,QC93181,California,25464,College,F,13663,97,0,Corporate Auto,465,Four-Door Car
3367,XS89049,Nevada,2822,College,F,25531,74,0,Personal Auto,355,Two-Door Car
3368,QR79788,Nevada,5811,College,M,58643,74,0,Personal Auto,329,Four-Door Car
3369,WG51244,Oregon,21850,Bachelor,M,48107,190,2,Corporate Auto,912,Luxury SUV
3370,BF56053,Washington,9320,Bachelor,F,18643,119,0,Corporate Auto,571,Four-Door Car
3371,AN97123,Nevada,22305,College,F,0,102,0,Personal Auto,401,Two-Door Car
3372,VS30147,Oregon,22118,Master,M,58645,110,0,Personal Auto,427,SUV
3373,FY70464,Oregon,7218,Bachelor,F,95058,177,0,Personal Auto,89,SUV
3374,BG19572,Washington,6117,Bachelor,F,0,87,0,Corporate Auto,1032,Four-Door Car
3375,LR43989,Oregon,4882,High School or Below,F,19715,66,4,Personal Auto,475,Four-Door Car
3376,ER10834,Nevada,2674,Master,F,68787,66,0,Personal Auto,105,Four-Door Car
3377,WL46620,Nevada,7724,Bachelor,M,29056,66,0,Personal Auto,355,Two-Door Car
3378,MO27230,Oregon,4708,College,F,47829,117,1,Personal Auto,561,SUV
3379,HD32695,Arizona,4447,Bachelor,F,13128,118,0,Personal Auto,771,Four-Door Car
3380,ED89934,California,4823,College,F,58946,121,0,Personal Auto,486,SUV
3381,WU63862,Oregon,5420,College,M,31614,71,0,Personal Auto,234,Four-Door Car
3382,EW27959,California,7583,Bachelor,F,44667,65,0,Personal Auto,245,Four-Door Car
3383,IG15771,Oregon,3852,College,M,0,111,0,Personal Auto,937,Four-Door Car
3384,PJ84431,California,7647,High School or Below,M,91512,189,0,Personal Auto,907,Luxury Car
3385,RW46214,Oregon,5229,High School or Below,F,26540,69,1,Personal Auto,331,Four-Door Car
3386,VP91482,Oregon,3614,Bachelor,M,0,103,0,Personal Auto,741,SUV
3387,DZ48278,Nevada,2853,High School or Below,M,38798,72,0,Personal Auto,332,Four-Door Car
3388,HC37968,Oregon,8543,Bachelor,F,0,117,0,Personal Auto,561,Sports Car
3389,CQ15251,Oregon,5150,Bachelor,F,65629,64,0,Personal Auto,89,Four-Door Car
3390,QD36906,Nevada,8723,Master,F,33291,73,1,Personal Auto,172,Four-Door Car
3391,BG95711,California,16477,College,F,57264,84,1,Personal Auto,129,Four-Door Car
3392,HR44460,California,26338,Bachelor,F,60970,110,0,Personal Auto,94,SUV
3393,NE57101,Oregon,4244,College,M,34220,109,1,Corporate Auto,523,SUV
3394,UQ34669,Arizona,5757,Master,M,88997,72,0,Personal Auto,174,Four-Door Car
3395,BL42392,Arizona,4826,Doctor,M,18779,63,0,Personal Auto,215,Four-Door Car
3396,WC52068,Oregon,8092,College,M,50825,102,0,Corporate Auto,369,SUV
3397,GB20532,Arizona,3011,High School or Below,M,0,86,0,Personal Auto,569,Four-Door Car
3398,XS74432,California,8663,High School or Below,F,29218,72,0,Personal Auto,502,Four-Door Car
3399,YA10507,California,2471,High School or Below,M,95697,61,0,Special Auto,114,Two-Door Car
3400,NL59273,Oregon,5627,Doctor,F,61486,70,0,Personal Auto,334,Two-Door Car
3401,BZ81849,Arizona,7494,Bachelor,F,0,68,0,Personal Auto,326,Four-Door Car
3402,MF83904,Oregon,5452,Bachelor,F,17723,72,0,Personal Auto,345,Two-Door Car
3403,MH14039,California,2592,High School or Below,M,72421,65,0,Personal Auto,312,Four-Door Car
3404,XJ26467,California,6721,College,F,36510,84,0,Personal Auto,286,Four-Door Car
3405,BC53546,Oregon,5500,Bachelor,M,35396,70,0,Personal Auto,336,Two-Door Car
3406,KB58189,Oregon,2550,College,F,69230,63,0,Special Auto,283,Four-Door Car
3407,FF31523,Washington,7771,Master,F,28054,195,1,Corporate Auto,571,SUV
3408,EE98024,California,4236,College,F,25866,109,0,Personal Auto,523,Four-Door Car
3409,QA50777,Oregon,9025,Bachelor,F,23675,117,0,Personal Auto,707,Four-Door Car
3410,HW36182,California,2615,Master,M,0,71,0,Personal Auto,340,Two-Door Car
3411,SB64064,Nevada,2396,Bachelor,F,0,66,2,Personal Auto,433,Four-Door Car
3412,MY60905,California,4784,Bachelor,F,0,68,0,Personal Auto,326,Two-Door Car
3413,FB77856,Nevada,3873,College,M,28142,105,0,Personal Auto,701,Sports Car
3414,XQ93931,Oregon,7806,College,M,23706,68,1,Corporate Auto,326,Four-Door Car
3415,WA74455,Arizona,4717,College,M,0,131,0,Personal Auto,628,SUV
3416,GK98989,Washington,5625,Bachelor,M,0,85,0,Corporate Auto,872,Four-Door Car
3417,VA35421,Nevada,5182,Master,F,83527,64,1,Personal Auto,39,Two-Door Car
3418,BB41401,Arizona,6005,High School or Below,M,26876,76,0,Personal Auto,364,Four-Door Car
3419,RQ16234,Arizona,9837,High School or Below,F,55099,122,0,Corporate Auto,260,Sports Car
3420,DO83789,Arizona,5206,College,F,71661,65,0,Personal Auto,312,Four-Door Car
3421,AK46006,Oregon,36293,Bachelor,M,18047,242,0,Personal Auto,1350,Luxury SUV
3422,CJ59481,Washington,2837,College,M,90893,70,0,Personal Auto,70,Two-Door Car
3423,JL86651,Nevada,11785,College,M,90016,102,4,Personal Auto,20,Four-Door Car
3424,AN32867,California,3124,Bachelor,M,81285,81,2,Personal Auto,441,Four-Door Car
3425,AC67315,Nevada,13862,Bachelor,F,96950,115,0,Personal Auto,633,Sports Car
3426,XN90444,California,8200,Doctor,M,24814,69,0,Special Auto,331,Two-Door Car
3427,CZ72326,Oregon,8456,High School or Below,F,0,90,3,Corporate Auto,648,Two-Door Car
3428,FG18525,Nevada,2124,Bachelor,M,0,61,1,Personal Auto,60,Two-Door Car
3429,HC25359,Oregon,9045,Master,F,52572,113,0,Personal Auto,441,Four-Door Car
3430,SM39580,Arizona,3187,Doctor,M,0,85,0,Corporate Auto,595,Two-Door Car
3431,UU81720,California,8113,High School or Below,F,41701,68,0,Corporate Auto,64,Four-Door Car
3432,WO53546,Oregon,34039,College,M,0,104,0,Personal Auto,499,Sports Car
3433,UH76249,Arizona,9087,High School or Below,M,0,80,0,Corporate Auto,384,Four-Door Car
3434,YP79029,California,12519,Bachelor,M,34179,107,0,Corporate Auto,770,Sports Car
3435,HS79851,Oregon,6057,Bachelor,M,27681,83,0,Personal Auto,398,Two-Door Car
3436,YR49519,Arizona,4967,Bachelor,M,0,73,0,Corporate Auto,359,Four-Door Car
3437,AN21193,Washington,6933,Bachelor,F,0,70,1,Personal Auto,504,Four-Door Car
3438,TS98462,Washington,22399,High School or Below,F,78494,69,0,Personal Auto,78,Two-Door Car
3439,OB11898,Nevada,2162,College,F,0,66,2,Personal Auto,316,Two-Door Car
3440,RS85283,Oregon,21776,Bachelor,M,56044,182,0,Personal Auto,952,SUV
3441,NW19960,Oregon,9095,College,M,37937,116,0,Personal Auto,556,SUV
3442,AI11191,Arizona,4228,High School or Below,F,77853,106,0,Personal Auto,165,SUV
3443,PF24757,Arizona,6521,College,F,72608,82,3,Personal Auto,393,Four-Door Car
3444,NY20756,California,10209,High School or Below,M,36568,128,0,Personal Auto,978,SUV
3445,EU98982,Arizona,7600,High School or Below,M,0,110,2,Personal Auto,796,SUV
3446,GL54755,Washington,3894,Bachelor,F,59578,98,1,Corporate Auto,403,Four-Door Car
3447,UF13251,Oregon,8510,High School or Below,M,26032,109,0,Personal Auto,638,SUV
3448,HK16676,Oregon,2712,High School or Below,M,39618,68,0,Corporate Auto,326,Four-Door Car
3449,KF80571,Arizona,2258,High School or Below,M,0,65,0,Personal Auto,625,Four-Door Car
3450,XB43418,California,4815,College,M,59438,124,0,Special Auto,562,SUV
3451,IA78643,Washington,8007,High School or Below,F,0,112,0,Personal Auto,537,Sports Car
3452,RI97135,Washington,3008,Bachelor,M,0,87,0,Personal Auto,401,Four-Door Car
3453,HZ52656,Washington,2530,Bachelor,F,89451,63,0,Personal Auto,61,Four-Door Car
3454,BM71358,Arizona,10787,High School or Below,M,44695,91,0,Personal Auto,147,Four-Door Car
3455,DJ42087,California,11923,High School or Below,F,24581,101,0,Personal Auto,484,Four-Door Car
3456,NV98267,Arizona,5186,Bachelor,M,0,73,1,Personal Auto,194,Four-Door Car
3457,YD27780,Arizona,10103,Bachelor,F,72334,129,3,Corporate Auto,412,SUV
3458,DZ38951,Oregon,6438,High School or Below,M,19831,83,0,Personal Auto,398,Four-Door Car
3459,VO84133,California,3909,High School or Below,M,40361,98,0,Personal Auto,71,Four-Door Car
3460,FP86246,California,13211,Bachelor,M,74656,111,0,Personal Auto,504,Four-Door Car
3461,YA37626,Oregon,14616,Master,M,25358,126,0,Personal Auto,750,SUV
3462,XW54288,California,3732,Bachelor,M,35461,95,1,Corporate Auto,9,Four-Door Car
3463,ET81343,California,8750,Doctor,M,59047,76,3,Personal Auto,364,Four-Door Car
3464,CW57351,Nevada,10662,College,F,62409,89,0,Personal Auto,392,Four-Door Car
3465,EV39201,California,3861,College,F,93272,95,0,Personal Auto,281,Four-Door Car
3466,YV40022,California,9807,College,F,0,135,0,Personal Auto,970,Sports Car
3467,IX44049,Oregon,3252,Bachelor,M,20166,83,0,Personal Auto,398,Two-Door Car
3468,DI51103,Washington,2711,High School or Below,F,0,74,0,Personal Auto,355,Four-Door Car
3469,AS78838,California,2453,Bachelor,M,29735,69,0,Personal Auto,331,Four-Door Car
3470,YJ16399,California,11228,High School or Below,M,0,64,0,Corporate Auto,772,Four-Door Car
3471,LH52773,California,23020,High School or Below,F,97460,114,0,Personal Auto,660,SUV
3472,XF99212,Arizona,2458,College,M,57564,63,1,Personal Auto,302,Two-Door Car
3473,CL52383,Arizona,11160,Bachelor,F,33232,94,0,Special Auto,435,Four-Door Car
3474,DD28380,Arizona,13118,College,F,11854,113,0,Personal Auto,807,Four-Door Car
3475,CP87192,California,6120,College,F,23843,79,0,Personal Auto,344,Four-Door Car
3476,MH43755,Arizona,13881,College,F,17961,181,0,Personal Auto,476,Sports Car
3477,KT38145,California,4787,College,F,0,64,0,Personal Auto,360,Four-Door Car
3478,FU65756,Arizona,8177,College,F,54695,103,0,Personal Auto,494,SUV
3479,YG92601,California,3309,College,M,85632,82,0,Personal Auto,7,Two-Door Car
3480,MZ63755,California,14635,Bachelor,F,0,139,0,Personal Auto,667,SUV
3481,BI33231,California,5120,High School or Below,F,0,76,4,Personal Auto,277,Four-Door Car
3482,ZD71862,Oregon,19253,High School or Below,F,39895,160,0,Personal Auto,765,SUV
3483,VT87641,Washington,6646,Bachelor,F,95815,82,0,Personal Auto,393,Four-Door Car
3484,TN61016,California,8742,High School or Below,F,37224,74,0,Personal Auto,355,Four-Door Car
3485,PX27645,California,8467,Bachelor,M,0,122,0,Personal Auto,1100,SUV
3486,IS53899,Nevada,6992,College,F,94652,86,0,Personal Auto,412,Four-Door Car
3487,KC69320,Arizona,13037,Bachelor,F,28582,112,0,Personal Auto,537,Sports Car
3488,WR86431,Nevada,10883,High School or Below,F,91123,138,3,Corporate Auto,103,SUV
3489,TY27229,Arizona,9114,Bachelor,M,85942,116,2,Personal Auto,79,Four-Door Car
3490,LC42182,Nevada,30442,High School or Below,F,64321,253,0,Personal Auto,422,Luxury SUV
3491,SZ64974,Arizona,5104,Doctor,M,77025,64,2,Personal Auto,380,Two-Door Car
3492,AH89786,Oregon,2174,High School or Below,M,16997,65,3,Personal Auto,468,Two-Door Car
3493,QO70290,California,9890,Bachelor,M,52408,125,0,Personal Auto,179,Sports Car
3494,IR78670,California,8719,Bachelor,M,0,116,1,Personal Auto,556,Four-Door Car
3495,OU24549,Nevada,8516,Bachelor,M,37573,112,3,Corporate Auto,537,SUV
3496,OO96263,Nevada,11606,High School or Below,F,45893,97,0,Personal Auto,465,Two-Door Car
3497,SY86059,California,3731,High School or Below,F,0,96,0,Corporate Auto,460,Four-Door Car
3498,JZ76788,Nevada,3303,College,M,29385,88,2,Personal Auto,422,Two-Door Car
3499,AB23825,California,8888,College,M,21509,81,1,Personal Auto,413,Two-Door Car
3500,BH61137,Arizona,8173,Bachelor,F,68144,70,4,Personal Auto,336,Four-Door Car
3501,QW21716,Nevada,4923,Bachelor,M,31093,63,0,Personal Auto,302,Four-Door Car
3502,IU95336,Arizona,2823,High School or Below,M,24350,73,3,Corporate Auto,350,Four-Door Car
3503,TY22591,Washington,7824,College,M,32823,100,0,Personal Auto,480,SUV
3504,VR18539,Washington,8311,College,M,44843,105,0,Personal Auto,391,SUV
3505,GD89605,Oregon,5384,Master,F,59364,67,0,Corporate Auto,321,Four-Door Car
3506,RD47708,Oregon,3978,College,M,39101,99,0,Personal Auto,167,Four-Door Car
3507,XH47201,California,6237,High School or Below,M,0,90,1,Personal Auto,432,Two-Door Car
3508,TW62773,Washington,6969,High School or Below,F,27604,92,1,Corporate Auto,441,Two-Door Car
3509,QP77560,California,5024,High School or Below,F,91603,64,5,Personal Auto,307,Four-Door Car
3510,QV66305,Washington,8414,Master,F,59828,104,0,Personal Auto,499,SUV
3511,WC83676,Nevada,2801,College,M,33247,72,0,Special Auto,284,Four-Door Car
3512,QD98396,California,5010,College,M,45867,126,0,Personal Auto,604,Sports Car
3513,AM36670,California,4997,College,F,54827,64,0,Personal Auto,132,Four-Door Car
3514,CJ78727,California,2236,Bachelor,F,0,64,3,Corporate Auto,307,Two-Door Car
3515,GN61665,Arizona,10934,Bachelor,M,47170,139,0,Corporate Auto,667,Sports Car
3516,HY49431,California,3289,Bachelor,F,21947,83,0,Personal Auto,366,Four-Door Car
3517,IK82336,Oregon,14014,College,F,39018,117,0,Personal Auto,561,SUV
3518,WA16954,Arizona,5604,Master,M,20252,71,0,Personal Auto,198,Four-Door Car
3519,QD69852,Oregon,2912,Bachelor,M,0,88,0,Personal Auto,633,Four-Door Car
3520,XG47945,Oregon,5616,Master,M,48602,70,0,Corporate Auto,487,Two-Door Car
3521,UV57184,California,7504,Bachelor,F,97849,62,0,Special Auto,183,Four-Door Car
3522,JU55710,Oregon,3746,College,F,41479,94,1,Personal Auto,19,Two-Door Car
3523,PT50287,Oregon,2959,Bachelor,F,69746,74,0,Personal Auto,225,Four-Door Car
3524,AB73565,California,7725,Bachelor,M,96748,96,0,Personal Auto,460,Two-Door Car
3525,PK20739,Oregon,13248,Bachelor,M,25074,112,0,Personal Auto,537,Two-Door Car
3526,XI85062,Nevada,2717,Master,M,66463,68,0,Personal Auto,326,Two-Door Car
3527,KA77514,Washington,2734,High School or Below,M,34865,69,0,Corporate Auto,255,Four-Door Car
3528,ND80148,California,9199,College,M,37399,116,0,Personal Auto,392,Four-Door Car
3529,AK72422,California,29049,College,M,21070,195,0,Corporate Auto,1404,Sports Car
3530,LN49978,Oregon,4956,Bachelor,F,31562,66,4,Personal Auto,316,Four-Door Car
3531,RZ80299,California,5574,Master,F,54684,71,2,Personal Auto,487,Four-Door Car
3532,QU53781,Oregon,9192,High School or Below,M,37388,117,0,Corporate Auto,561,SUV
3533,MD70013,Nevada,3878,Bachelor,F,84981,96,0,Personal Auto,4,Four-Door Car
3534,QD97878,Nevada,4419,Master,M,24046,116,0,Personal Auto,556,Two-Door Car
3535,WK24299,California,4772,High School or Below,M,20993,133,0,Personal Auto,638,SUV
3536,RJ45123,Oregon,9101,College,M,48029,116,0,Personal Auto,556,SUV
3537,HM33037,Arizona,7609,Bachelor,M,16233,197,0,Personal Auto,1418,Luxury Car
3538,QY70905,Arizona,2668,College,M,30718,67,1,Personal Auto,321,Two-Door Car
3539,YL86561,Oregon,5141,High School or Below,M,60277,65,0,Personal Auto,146,Four-Door Car
3540,LK40971,California,7451,Bachelor,M,0,107,0,Personal Auto,770,SUV
3541,UI44314,Arizona,2620,Bachelor,M,31911,68,0,Personal Auto,245,Four-Door Car
3542,NN44612,Nevada,4909,Bachelor,F,61402,62,0,Personal Auto,252,Two-Door Car
3543,MA37431,California,8023,College,F,34335,101,0,Corporate Auto,484,Two-Door Car
3544,DP57381,Nevada,20446,College,M,71467,86,0,Personal Auto,324,Two-Door Car
3545,PX45824,Washington,4966,College,M,0,74,0,Personal Auto,532,Four-Door Car
3546,OG17838,Washington,3549,High School or Below,M,36168,90,0,Personal Auto,432,Four-Door Car
3547,WG37485,Oregon,5350,College,F,58357,137,2,Personal Auto,708,Sports Car
3548,RV95842,California,8065,College,M,29692,77,0,Personal Auto,449,Four-Door Car
3549,NG13451,Oregon,7892,High School or Below,M,29215,67,0,Personal Auto,327,Four-Door Car
3550,UQ82778,Oregon,4540,High School or Below,F,0,61,0,Personal Auto,486,Two-Door Car
3551,ZG16710,Washington,2852,High School or Below,M,26841,74,1,Personal Auto,418,Four-Door Car
3552,OT53330,Arizona,10720,Bachelor,F,34837,139,1,Personal Auto,667,SUV
3553,LZ12396,Arizona,4795,Bachelor,F,33068,61,1,Personal Auto,213,Four-Door Car
3554,UU77151,Washington,5182,College,F,44820,133,3,Personal Auto,336,Sports Car
3555,CD71877,Nevada,22620,Bachelor,F,49564,193,0,Corporate Auto,286,Sports Car
3556,PA95799,Arizona,2320,College,M,19581,61,0,Personal Auto,377,Four-Door Car
3557,FK28721,Oregon,7714,High School or Below,M,0,74,0,Corporate Auto,532,Two-Door Car
3558,CM42637,Oregon,7880,Bachelor,M,23129,70,0,Personal Auto,491,Four-Door Car
3559,CI47242,Washington,9029,Bachelor,M,0,138,0,Personal Auto,1376,SUV
3560,FE46445,Arizona,6965,High School or Below,F,25411,86,0,Personal Auto,242,Four-Door Car
3561,PD32854,Arizona,15114,High School or Below,F,28513,100,1,Personal Auto,480,SUV
3562,GV35061,Oregon,22523,High School or Below,M,69346,63,1,Special Auto,246,Two-Door Car
3563,BG44829,Oregon,10760,High School or Below,F,74835,133,0,Corporate Auto,107,SUV
3564,RH83684,Oregon,5808,Master,F,43282,72,0,Personal Auto,166,Two-Door Car
3565,SB82356,Nevada,30591,Bachelor,F,11276,91,1,Corporate Auto,436,Four-Door Car
3566,TW49116,Nevada,2220,College,M,0,62,2,Personal Auto,311,Four-Door Car
3567,RJ39700,Oregon,4914,Bachelor,M,10037,71,0,Personal Auto,292,Four-Door Car
3568,LO40410,Oregon,2395,Doctor,F,21986,63,0,Personal Auto,333,Two-Door Car
3569,SX85653,Arizona,5522,Doctor,F,85609,136,0,Personal Auto,652,SUV
3570,PH91033,Oregon,15808,College,M,86347,130,0,Personal Auto,593,Sports Car
3571,LC69427,Oregon,2827,College,F,20368,72,0,Corporate Auto,345,Four-Door Car
